ipni_id,accepted_name,genera,number_of_regions,region,lifeform_category ,climate_description,seedbank_conserved,iucn_assessed,redlist_category,threat_pred,threat_prediction_prob
305150-2,Maxillaria garayi,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782222358
322886-2,Maxillaria geckophora,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782412163
302046-2,Maxillaria gentryi,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.634714443
77154950-1,Maxillaria gerardi,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.688693684
77142135-1,Maxillaria gladiata,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.787964863
302423-2,Maxillaria gomeziana,Maxillaria,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.633638184
20000162-1,Maxillaria gorbatschowii,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.600938898
309945-2,Maxillaria gracilipes,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.471037876
77154937-1,Maxillaria gracillima,Maxillaria,3,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.341260045
643477-1,Maxillaria graminifolia,Maxillaria,5,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.03881963
643478-1,Maxillaria grandiflora,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.399035607
155073-2,Maxillaria grandimentum,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.488104813
643480-1,Maxillaria grandis,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.484850263
315863-2,Maxillaria granditenuis,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782222358
304815-2,Maxillaria grayi,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.690433913
320138-2,Maxillaria grisebachiana,Maxillaria,3,Caribbean,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.811160253
155074-2,Maxillaria grobyoides,Maxillaria,5,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.069803497
304199-2,Maxillaria gualaquizensis,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.690433913
643483-1,Maxillaria guareimensis,Maxillaria,5,Caribbean,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.084139112
155077-2,Maxillaria guentheriana,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.606386396
1008702-1,Maxillaria guiardiana,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782412163
77149722-1,Maxillaria guillermoi,Maxillaria,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.641667391
155078-2,Maxillaria gymnochila,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.561130623
306318-2,Maxillaria haberi,Maxillaria,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.861579918
155079-2,Maxillaria haemathodes,Maxillaria,2,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.223617196
302870-2,Maxillaria hagsateriana,Maxillaria,4,Mexico,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.809687636
77102506-1,Maxillaria hajekii,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.784856983
643492-1,Maxillaria hastulata,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.328406057
643495-1,Maxillaria heismanniana,Maxillaria,2,Brazil,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.244671097
643496-1,Maxillaria hematoglossa,Maxillaria,8,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.086484756
643497-1,Maxillaria henchmanii,Maxillaria,2,Mexico,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.499997216
155084-2,Maxillaria hennisiana,Maxillaria,3,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.289332377
77154875-1,Maxillaria herbacea,Maxillaria,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.744639592
77133588-1,Maxillaria heterobulba,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.561130623
301524-2,Maxillaria hillsii,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.90383528
306065-2,Maxillaria hirsutilabia,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782222358
155094-2,Maxillaria histrionica,Maxillaria,2,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.357662603
643509-1,Maxillaria hoppii,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.561130623
320322-2,Maxillaria horichii,Maxillaria,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.585611187
643510-1,Maxillaria houtteana,Maxillaria,5,Mexico,epiphyte,seasonally dry tropical,No,No,Not Assessed,not threatened,0.334275134
155097-2,Maxillaria huancabambae,Maxillaria,3,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.179097092
322887-2,Maxillaria huanucoensis,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782412163
643514-1,Maxillaria huebschii,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.47901672
77149730-1,Maxillaria humilis,Maxillaria,3,Brazil,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.097039759
77101410-1,Maxillaria huntii,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.784856983
155104-2,Maxillaria imbricata,Maxillaria,8,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.058255181
77154939-1,Maxillaria inaequisepala,Maxillaria,4,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.229979648
643519-1,Maxillaria inaudita,Maxillaria,4,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.178815949
643520-1,Maxillaria infausta,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.529452037
643522-1,Maxillaria inflexa,Maxillaria,2,Caribbean,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.668622338
280607-2,Maxillaria insolita,Maxillaria,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.634486454
643525-1,Maxillaria irrorata,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.484850263
77154871-1,Maxillaria jacquelineana,Maxillaria,4,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.179573228
155109-2,Maxillaria jamesonii,Maxillaria,3,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.269092394
77098214-1,Maxillaria janiceae,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.688693684
155110-2,Maxillaria jenischiana,Maxillaria,2,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.357662603
155113-2,Maxillaria johannis,Maxillaria,2,Brazil,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.244671097
77155184-1,Maxillaria johannyae,Maxillaria,4,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.161327946
155114-2,Maxillaria johniana,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.563216039
77165748-1,Maxillaria jose-schunkei,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.788471375
20012602-1,Maxillaria jostii,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.690647465
155115-2,Maxillaria jucunda,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.778599575
155119-2,Maxillaria kautskyi,Maxillaria,1,Brazil,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.661127712
630234-1,Disa robusta,Disa,6,West-Central Tropical Africa,herbaceous perennial,seasonally dry tropical,Yes,No,Not Assessed,not threatened,0.244820756
77100186-1,Maxillaria kelloffiana,Maxillaria,3,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.329953906
982018-1,Maxillaria lamprochlamys,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.561130623
155125-2,Maxillaria lankesteri,Maxillaria,3,Central America,epiphyte,seasonally dry tropical,No,No,Not Assessed,not threatened,0.353057732
643548-1,Maxillaria laricina,Maxillaria,4,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.168132466
155127-2,Maxillaria lasallei,Maxillaria,3,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.265652746
155128-2,Maxillaria lawrenceana,Maxillaria,2,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.379011028
322888-2,Maxillaria leforii,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782412163
322889-2,Maxillaria lehmannii,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.77859654
643558-1,Maxillaria lepidota,Maxillaria,4,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.087621495
77149723-1,Maxillaria leptopus,Maxillaria,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.774735927
643559-1,Maxillaria leptosepala,Maxillaria,6,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.016223668
643560-1,Maxillaria leucaimata,Maxillaria,5,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.117146277
77102507-1,Maxillaria leucopurpurea,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.784856983
961760-1,Maxillaria lexarzana,Maxillaria,2,Mexico,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.499990865
155135-2,Maxillaria lilacea,Maxillaria,1,Brazil,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.441229051
301900-2,Maxillaria lilliputana,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.690433913
155136-2,Maxillaria lindeniae,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.552358644
155139-2,Maxillaria linearifolia,Maxillaria,3,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.478512449
155140-2,Maxillaria linearis,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.583454569
77155125-1,Maxillaria lineolata,Maxillaria,10,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.205324949
77200837-1,Maxillaria lipinskae,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.693124806
303228-2,Maxillaria litensis,Maxillaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.634714443
643576-1,Maxillaria longibracteata,Maxillaria,3,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.209133194
322802-2,Maxillaria longicolumna,Maxillaria,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.744639592
982077-1,Maxillaria longiloba,Maxillaria,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.50497705
327412-2,Maxillaria longipes,Maxillaria,3,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.086525784
155147-2,Maxillaria longipetala,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.413746201
155148-2,Maxillaria longipetiolata,Maxillaria,6,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.092549458
643585-1,Maxillaria longissima,Maxillaria,4,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.101290853
896585-1,Maxillaria lueri,Maxillaria,3,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.607766684
77155185-1,Maxillaria luisae,Maxillaria,3,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.478512449
643588-1,Maxillaria luteoalba,Maxillaria,3,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.243277007
982019-1,Maxillaria luteobrunnea,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.561130623
643589-1,Maxillaria luteograndiflora,Maxillaria,5,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.036399726
643592-1,Maxillaria lutescens,Maxillaria,18,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.016390181
1008064-1,Maxillaria lutheri,Maxillaria,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.744438427
315862-2,Maxillaria machinazensis,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782222358
324185-2,Maxillaria machupicchuensis,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782412163
323054-2,Maxillaria macleei,Maxillaria,8,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.182214461
77155189-1,Maxillaria macrantha,Maxillaria,4,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.190095556
155152-2,Maxillaria macropoda,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.67364437
643600-1,Maxillaria macrura,Maxillaria,2,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.379007417
155153-2,Maxillaria maderoi,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.561130623
77155011-1,Maxillaria magliana,Maxillaria,5,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.085869331
155157-2,Maxillaria maleolens,Maxillaria,8,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.261704149
155158-2,Maxillaria mapiriensis,Maxillaria,7,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.044861664
643606-1,Maxillaria marginata,Maxillaria,3,Brazil,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.097039759
20000163-1,Maxillaria margretiae,Maxillaria,1,Western South America,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.725940972
904655-1,Maxillaria mariaisabeliae,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.725735013
643607-1,Maxillaria mathewsii,Maxillaria,3,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.209133194
320481-2,Maxillaria mejiae,Maxillaria,1,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.676918416
643611-1,Maxillaria meleagris,Maxillaria,6,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.15979205
643612-1,Maxillaria melina,Maxillaria,4,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.04209695
300887-2,Maxillaria merana,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.90383528
643613-1,Maxillaria meridensis,Maxillaria,8,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.021308992
155160-2,Maxillaria microblephara,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.561130623
155161-2,Maxillaria microdendron,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.834979853
322890-2,Maxillaria microiridifolia,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782412163
155162-2,Maxillaria microphyton,Maxillaria,3,Central America,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.287065832
155163-2,Maxillaria microtricha,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.834979853
60431376-2,Maxillaria milenae,Maxillaria,2,Brazil,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.521612668
155165-2,Maxillaria miniata,Maxillaria,3,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.217366192
155166-2,Maxillaria minus,Maxillaria,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.50497705
322891-2,Maxillaria minutiflora,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782412163
155169-2,Maxillaria mirabilis,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.552358644
77098213-1,Maxillaria misasii,Maxillaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.688693684
